city,state_abbr,zip,status,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,ev_connector_types
Minneapolis,MN,55408,E,Public,Greenlots,44.938057,-93.28768,74174,P,,,CHADEMO J1772COMBO
Santa Cruz,CA,95062,E,Public,,36.980415,-122.008362,70576,P,,,J1772
Washington,DC,20037,E,Public,,38.90503311,-77.04684448,44991,P,,,NEMA520 J1772
Wailuku,HI,96793,E,Public,,20.8489859,-156.5064476,61228,P,,,CHADEMO
Houston,TX,77090,E,Private,,29.992027,-95.423345,48218,P,,,J1772
College Station,TX,77840,E,Public,Blink Network,30.608594,-96.345066,71094,,,,J1772
Andalusia,AL,36420,E,Private,,31.318556,-86.45545,46670,P,,,J1772
Madison,WI,53703,E,Public,ChargePoint Network,43.0839795,-89.3630909,35290,,,,J1772
Reno,NV,89502,E,Public,ChargePoint Network,39.4972231,-119.8010219,58307,,,,J1772
Washington,DC,20011,E,Public,Blink Network,38.958255,-77.002273,72532,,,,J1772
Honolulu,HI,96814,E,Public,OpConnect,21.292411,-157.850145,45936,P,,,J1772
Redmond,WA,98052,E,Public,ChargePoint Network,47.672656,-122.098808,38966,,,,NEMA520 J1772
Santa Rosa,CA,95401,E,Public - Card key at all times,eVgo Network,38.45825958,-122.7322845,69380,,,,CHADEMO J1772COMBO
Redmond,WA,98502,E,Public - Call ahead,Tesla,46.8513513,-122.6321139,74984,P,,,TESLA
Philadelphia,PA,19122,E,Private,Blink Network,39.983693,-75.156096,48307,,,,J1772
Ashburn,VA,20147,E,Public - Card key at all times,eVgo Network,39.04357529,-77.47512054,69455,,,,CHADEMO J1772COMBO
Mequon,WI,53097,E,Public,ChargePoint Network,43.2221403,-88.0044773,61715,,,,J1772
Barnstable,MA,2601,E,Public,ChargePoint Network,41.666054,-70.271319,63848,,,,J1772
Rock Hill,SC,29732,E,Public,Tesla,34.984879,-80.973734,74757,P,,,TESLA
Murrieta,CA,92562,E,Public,ChargePoint Network,33.531398,-117.1707885,60605,,,,J1772
Tucson,AZ,85719,E,Public,Blink Network,32.2697247,-110.9612533,47587,,,,J1772
Chattanooga,TN,37405,E,Public,Blink Network,35.062755,-85.305239,41475,,,,J1772
Niskayuna,NY,12309,E,Public,GE WattStation,42.8271556,-73.8781,74120,,,,J1772
Hyannis,MA,2601,E,Public,,41.6484359,-70.291855,50484,P,,,J1772
Atlanta,GA,30303,E,Public,ChargePoint Network,33.7621786,-84.3908938,61610,,,,J1772
Eureka,CA,95501,E,Private,,40.7920878,-124.1755914,71870,SG,,,J1772
Martinez,CA,94553,E,Public,ChargePoint Network,37.991846,-122.0879193,68998,,,,J1772
Carrollton,GA,30118,E,Public,ChargePoint Network,33.5751479,-85.0970986,66235,,,,J1772
San Diego,CA,92128,E,Public,GE WattStation,32.9622984,-117.0921177,72846,,,,J1772
Santa Barbara,CA,93105,E,Public,ChargePoint Network,34.4417929,-119.7297949,69068,,,,J1772
Buffalo,NY,14214,E,Public,ChargePoint Network,42.9370608,-78.8520181,58262,,,,J1772
Elk Grove,CA,95757,E,Public,ChargePoint Network,38.4030745,-121.3895174,60154,,,,J1772
Cocoa,FL,32953,E,Private,,28.3980225,-80.706947,49167,T,,,
Torrance,CA,90504,E,Public,ChargePoint Network,33.871646,-118.335482,71240,,,,CHADEMO J1772
Maiden,NC,28650,E,Private,GE WattStation,35.5891223,-81.2565057,72841,,,,J1772
Redwood City,CA,94063,E,Public,Blink Network,37.501457,-122.214172,71185,,,,J1772
Boulder,CO,80305,E,Public,ChargePoint Network,40.0011292,-105.263031,36352,,,,NEMA520 J1772
Norcross,GA,30093,E,Public,ChargePoint Network,33.9160521,-84.1910179,65451,,,,J1772
Nashua,NH,3060,E,Public,,42.7590167,-71.4661564,63985,P,,,J1772
Bethesda,MD,20815,E,Public,ChargePoint Network,38.9802713,-77.0950918,65761,,,,J1772
Indianapolis,IN,46204,E,Public,,39.766066,-86.157421,48850,T,,,J1772
Schenectady,NY,12304,E,Public,GE WattStation,42.77536115,-73.89322768,72733,,,,J1772
Auburn,ME,4210,E,Private,,44.129233,-70.22363,44281,P,,,J1772
Spokane,WA,99201,E,Public,Tesla,47.6599508,-117.4172698,71796,P,,,TESLA
Norwalk,CT,6851,E,Private,GE WattStation,41.15017,-73.426171,73085,,,,J1772
Irvine,CA,92618,E,Public,ChargePoint Network,33.6566186,-117.7480345,62561,,,,CHADEMO J1772COMBO
Chantilly,VA,20151,E,Public - Call ahead,,38.9026239,-77.4609943,54006,P,,,J1772
Bloomington,IN,47408,E,Public,Tesla,39.1688123,-86.5295271,72102,P,,,TESLA
Glendale,CA,91205,E,Public,ChargePoint Network,34.131263,-118.254409,70152,,,,J1772
Reno,NV,89511,E,Public,ChargePoint Network,39.4760704,-119.7933197,38822,,,,J1772
Bellevue,WA,98004,E,Public,ChargePoint Network,47.619226,-122.1934792,69193,,,,J1772
Evanston,IL,60202,E,Private,,42.0330792,-87.6775245,53857,P,,,J1772
San Francisco,CA,94115,E,Public,Tesla,37.7866679,-122.4302739,74916,P,,,TESLA
Los Angeles,CA,90048,E,Public,,34.07631,-118.377,21368,P,,,J1772
Austin,TX,78701,E,Public,ChargePoint Network,30.268804,-97.7391449,41272,,,,NEMA520 J1772
Crossville,TN,38555,E,Public,Blink Network,35.89915,-85.0001,49461,,,,J1772
Castaic,CA,91384,E,Public,,34.491403,-118.616996,69973,P,,,NEMA520
Davis,CA,95618,E,Public,,38.573359,-121.719193,33559,P,,,J1772
Irvine,CA,92618,E,Public,Greenlots,33.6355267,-117.7215253,68320,P,,,CHADEMO J1772COMBO
San Rafael,CA,94903,E,Private,Greenlots,38.003149,-122.537022,74159,P,,,J1772
San Diego,CA,92108,E,Public,Blink Network,32.770182,-117.148134,6358,,,,J1772
Redondo Beach,CA,90277,E,Public,Blink Network,33.846416,-118.394024,45259,,,,J1772
Elizabeth City,NC,27909,E,Private,,36.339936,-76.244936,47131,P,,,J1772
San Antonio,TX,78230,E,Private,,29.543147,-98.57544,48252,P,,,J1772
Great Falls,MT,59405,E,Public,,47.4931554,-111.2361966,74628,P,,,J1772
Homewood,IL,60430,E,Public,Tesla,41.562077,-87.666798,75255,P,,,TESLA
Seattle,WA,98104,E,Public,Blink Network,47.604729,-122.324183,66823,,,,J1772
Encinitas,CA,92024,E,Public,Blink Network,33.0448057,-117.2924134,48826,,,,J1772
Waco,TX,76712,E,Private,,31.495172,-97.160258,48254,P,,,J1772
San Diego,CA,92111,E,Public - Call ahead,,32.8331597,-117.1484757,39932,P,,,J1772
Mechanicsville,VA,23111,E,Private,,37.6131927,-77.3355689,47562,P,,,J1772
Ontario,CA,91761,E,Private,,34.049634,-117.54743,46744,P,,,J1772
Cupertino,CA,95014,E,Public - Card key at all times,eVgo Network,37.32506561,-122.0114975,72620,,,,J1772COMBO
Hulbert,OK,74441,E,Public,ChargePoint Network,35.9306201,-95.1362012,50713,,,,NEMA520 J1772
Miami,FL,33135,E,Public - Call ahead,,25.7649702,-80.2503656,39972,P,,,J1772
St Clair,MI,48079,E,Public,ChargePoint Network,42.8257179,-82.4850616,41837,,,,NEMA520 J1772
Sioux Falls,SD,57106,E,Private,,43.543947,-96.777236,47806,P,,,J1772
Waukesha,WI,53186,E,Public,Tesla,43.036619,-88.192406,52560,P,,,J1772 TESLA CHADEMO J1772COMBO
Portland,OR,97202,E,Public,Blink Network,45.495842,-122.641314,48299,,,,J1772
Colton,CA,92324,E,Public,,34.0717337,-117.3227394,51207,LG,,,J1772
San Francisco,CA,94105,E,Public,ChargePoint Network,37.7908101,-122.3985221,68760,,,,J1772
Bloomfield Township,MI,48320,E,Private,,42.615654,-83.324374,43249,T,,,J1772
Rockville,MD,20850,E,Public,ChargePoint Network,39.0821505,-77.1508045,63702,,,,J1772
Hillsboro,OR,97124,E,Private,GE WattStation,45.54501114,-122.9589703,72908,,,,J1772
Pittsburgh,PA,15215,E,Public,,40.489279,-79.895965,64351,P,,,J1772
Albany,CA,94706,E,Private,,37.8935461,-122.3001935,60184,P,,,J1772
Grand Rapids,MI,49503,E,Public - Call ahead,,42.962069,-85.659011,38778,P,,,J1772
Littleton,CO,80123,E,Public,ChargePoint Network,39.6236102,-105.0915925,68819,,,,J1772
Dublin,CA,94568,E,Public,ChargePoint Network,37.707529,-121.889726,73610,,,,NEMA520 J1772
Redlands,CA,92374,E,Private,,34.065053,-117.2101186,48162,P,,,J1772
Montpelier,VT,5602,E,Public,ChargePoint Network,44.257026,-72.581075,61336,,,,J1772
Millington,TN,38053,E,Public,ChargePoint Network,35.3264685,-89.870431,62076,,,,NEMA520 J1772
Wiscasset,ME,4578,E,Public,Tesla,43.9440013,-69.7171808,73746,P,,,TESLA
White Marsh,MD,21162,E,Public - Call ahead,,39.367851,-76.446824,40038,P,,,J1772
Bretton Woods,NH,3575,E,Public - Call ahead,,44.2571565,-71.4393997,65668,P,,,NEMA1450
Tacoma,WA,98444,E,Public,Tesla,47.250577,-122.439947,71784,P,,,TESLA
Sunnyvale,CA,94086,E,Public,,37.37793,-122.03,33682,P,,,J1772
Franklin,TN,37064,E,Public,Blink Network,35.9241797,-86.8699657,45058,,,,J1772
Appleton,WI,54913,E,Private,,44.291988,-88.470562,53729,P,,,J1772
Branford,CT,6405,E,Public,Tesla,41.2738407,-72.8113281,68938,P,,,J1772 TESLA
Sanford,FL,32771,E,Public,ChargePoint Network,28.8040561,-81.3488668,70971,,,,J1772
Burlingame,CA,94010,E,Public,ChargePoint Network,37.5800509,-122.3453136,65430,,,,J1772
Peabody,MA,1960,E,Public,ChargePoint Network,42.5456337,-70.9433372,62161,,,,J1772
Portland,OR,97204,E,Public,Blink Network,45.515948,-122.674034,44901,,,,J1772
San Bernardino,CA,92410,E,Public,,34.104022,-117.300668,53680,P,,,J1772
El Paso,TX,79925,E,Public,ChargePoint Network,31.7875067,-106.4068149,62130,,,,J1772
Clearwater,FL,33761,E,Public,,28.0173889,-82.7342675,67294,P,,,J1772
Selma,CA,93662,E,Public - Card key at all times,eVgo Network,36.57353592,-119.6284103,73461,,,,J1772COMBO
Decatur,GA,30033,E,Public,Blink Network,33.791385,-84.287719,63483,,,,J1772
Jamestown,NY,14701,E,Private,,42.115119,-79.254203,49933,P,,,J1772
Larkspur,CA,94939,E,Public,,37.94495,-122.5096,33690,P,,,J1772
Renton,WA,98059,E,Public - Card key at all times,SemaCharge Network,47.4884945,-122.1642138,43801,,,,J1772
Lockport,NY,14094,E,Private,,43.128609,-78.695729,44355,P,,,J1772
Danbury,CT,6810,E,Public - Card key at all times,eVgo Network,41.38010788,-73.47898865,72395,,,,CHADEMO
Manassas,VA,20110,E,Public,ChargePoint Network,38.7709618,-77.4603653,45169,,,,NEMA520 J1772
Lihue,HI,96766,E,Public,,21.978007,-159.349152,49020,P,,,J1772
Chicago,IL,60613,E,Public,ChargePoint Network,41.9481843,-87.6641775,65036,,,,J1772
Salt Lake City,UT,84190,E,Public,Greenlots,40.726741,-111.8875144,61316,LG,,,CHADEMO
Roseville,CA,95747,E,Public,ChargePoint Network,38.7962852,-121.316827,60156,,,,J1772
Miami,FL,33176,E,Public - Card key at all times,eVgo Network,25.64216614,-80.33610535,75089,,,,J1772COMBO
Woodbridge,VA,22192,E,Public,Tesla,38.6434359,-77.2952552,61677,P,,,TESLA
Overland Park,KS,66209,E,Public,ChargePoint Network,38.9113948,-94.6624563,70708,,,,J1772
South Bend,IN,46601,E,Public,Tesla,41.6777146,-86.251055,72105,P,,,TESLA
Grand Rapids,MI,49504,E,Public,ChargePoint Network,42.9641293,-85.6800862,42178,,,,J1772
Silver Spring,MD,20910,E,Public,ChargePoint Network,38.9952104,-77.0253929,74560,,,,J1772
Santa Fe,NM,87501,E,Public,Tesla,35.683676,-105.938494,72307,P,,,TESLA J1772
Clearwater,FL,33755,E,Public,ChargePoint Network,27.9660797,-82.7952652,43123,,,,J1772
Athens,TN,37303,E,Private,Blink Network,35.467905,-84.649948,45036,,,,J1772 CHADEMO
El Paso,TX,79912,E,Public,Blink Network,31.834882,-106.564541,45144,,,,J1772
Portola Valley,CA,94028,E,Private,GE WattStation,37.391028,-122.218063,72868,,,,J1772
Leavenworth,WA,98826,E,Public,,47.7572115,-120.740029,60006,P,,,J1772
Watsonville,CA,95076,E,Public - Card key at all times,eVgo Network,36.91898727,-121.7809067,69723,,,,CHADEMO
Chicago Heights,IL,60411,E,Public,ChargePoint Network,41.5261635,-87.640563,63224,,,,J1772 NEMA520
Seattle,WA,98101,E,Public,ChargePoint Network,47.6059837,-122.3387451,49766,,,,J1772
Huntsville,AL,35801,E,Public,,34.728304,-86.5855804,62977,LG,,,CHADEMO
Richmond,VA,23236,E,Public - Card key at all times,SemaCharge Network,37.4934172,-77.5657692,68441,,,,J1772
Ocala,FL,34474,E,Public,ChargePoint Network,29.1644134,-82.1748928,52765,,,,NEMA520 J1772
Atlanta,GA,30308,E,Private,,33.7673552,-84.3805878,51522,P,,,J1772
Bow,NH,3304,E,Public - Call ahead,,43.1737277,-71.5301338,68010,P,,,J1772
Frederick,CO,80530,E,Public,,40.098002,-104.94109,70669,P,,,J1772
Athens,GA,30602,E,Public,ChargePoint Network,33.9561253,-83.3726536,60921,,,,J1772
Santa Maria,CA,93455,E,Public,ChargePoint Network,34.9225803,-120.4300968,61860,,,,J1772
Tacoma,WA,98407,E,Public - Card key at all times,SemaCharge Network,47.29815874,-122.5034184,73686,,,,J1772
Lima,OH,45805,E,Public,SemaCharge Network,40.7627596,-84.1490428,44220,,,,J1772
Las Vegas,NV,89102,E,Public,Blink Network,36.147565,-115.1607622,49176,,,,J1772
Westport,MA,2790,E,Public,ChargePoint Network,41.5794446,-71.089348,66938,,,,J1772
Hamilton Square,NJ,8690,E,Private,,40.228717,-74.672693,45679,P,,,J1772
Seaview,WA,98644,E,Public - Call ahead,Tesla,46.3348553,-124.0550737,71795,P,,,TESLA J1772
Bloomington,IL,61705,E,Public,,40.4430588,-89.0233408,61476,P,,,J1772
Kahului,HI,96732,E,Public,,20.8933987,-156.4376027,65673,P,,,NEMA515 J1772
Shakopee,MN,55379,E,Public,Greenlots,44.7849209,-93.4647722,68347,P,,,CHADEMO J1772COMBO
Burlington,NC,27215,E,Private,,36.068078,-79.466328,52279,P,,,J1772
Hillsboro,OR,97124,E,Private,GE WattStation,45.54025708,-122.9141976,73022,,,,J1772
Anacortes,WA,98221,E,Public - Card key at all times,SemaCharge Network,48.5012896,-122.6152529,68238,,,,J1772
Austin,TX,78746,E,Public,ChargePoint Network,30.2803421,-97.8234994,51102,,,,NEMA520 J1772
Irvine,CA,92614,E,Public,ChargePoint Network,33.6858267,-117.8590904,69066,,,,J1772
Dallas,TX,75201,E,Public,Blink Network,32.794758,-96.803098,66321,,,,J1772
Scottsdale,AZ,85262,E,Public,Tesla,33.7311759,-111.8529556,72220,P,,,TESLA
Palatka,FL,32177,E,Public - Call ahead,,29.6473856,-81.630337,46608,P,,,J1772 CHADEMO
Campbell,CA,95008,E,Public,ChargePoint Network,37.2881649,-121.9490299,65691,,,,J1772
Albuquerque,NM,87110,E,Public - Call ahead,,35.0873366,-106.5619095,49920,P,,,J1772
Gilbert,AZ,85296,E,Public,Blink Network,33.337406,-111.7568659,62358,,,,CHADEMO
Merrillville,IN,46410,E,Public,ChargePoint Network,41.4614182,-87.327034,42538,,,,J1772
Anaheim,CA,92805,E,Public,Blink Network,33.834743,-117.912344,52344,,,,J1772
Austin,TX,78745,E,Public,ChargePoint Network,30.2160899,-97.7963245,63334,,,,NEMA520 J1772
Wilkesboro,NC,28697,E,Public - Call ahead,,36.1499684,-81.2022185,47042,P,,,J1772
Monterey Park,CA,91754,E,Private,,34.0448498,-118.1001162,27312,T,,,J1772
San Francisco,CA,94158,E,Public,ChargePoint Network,37.7763078,-122.3893538,53681,,,,J1772
Quincy,WA,98848,E,Public,Tesla,47.092507,-119.982875,71776,P,,,TESLA
Chadds Ford,PA,19317,E,Public - Call ahead,Tesla,39.8459468,-75.6321627,68449,P,,,TESLA
Greenville,SC,29607,E,Public,,34.823061,-82.293064,41118,P,,,J1772
Brookhaven,GA,30319,E,Public,ChargePoint Network,33.8728283,-84.3340804,74272,,,,J1772
Holly,MI,48442,E,Public,ChargePoint Network,42.8743706,-83.6330872,46763,,,,J1772
Metairie,LA,70002,E,Private,,30.003547,-90.165986,45867,P,,,J1772
Petaluma,CA,94952,E,Public,Blink Network,38.267202,-122.665068,51061,,,,CHADEMO
Cedar Park,TX,78613,E,Public,ChargePoint Network,30.5182533,-97.8276978,47402,,,,J1772
Hillsboro,OR,97123,E,Public,Blink Network,45.521578,-122.988974,62365,,,,CHADEMO
East Hampton,NY,11937,E,Public - Call ahead,Tesla,40.9553753,-72.1937181,67730,P,,,TESLA
Latham,NY,12110,E,Public,ChargePoint Network,42.7551425,-73.7965461,62129,,,,J1772
San Diego,CA,92122,E,Public,Tesla,32.8745145,-117.2082701,68964,P,,,TESLA
Corona,CA,92882,E,Private,,33.8831909,-117.615655,47601,P,,,J1772
San Francisco,CA,94105,E,Public - Card key at all times,SemaCharge Network,37.7884519,-122.3961361,63034,,,,J1772
Oak Park,IL,60302,E,Public,,41.88739,-87.8016,42168,P,,,J1772
Santa Fe,NM,87505,E,Public - Call ahead,,35.660132,-105.966305,49915,P,,,J1772 CHADEMO
Topsham,ME,4086,E,Private,,43.936596,-69.965658,49826,P,,,J1772
Roswell,GA,30075,E,Private,GE WattStation,34.0007297,-84.2969813,73133,,,,J1772
San Rafael,CA,94901,E,Public,ChargePoint Network,37.9554364,-122.4913568,55977,,,,J1772
Los Angeles,CA,90068,E,Public,ChargePoint Network,34.1383915,-118.3618765,72419,,,,J1772
West Sacramento,CA,95691,E,Private,,38.573892,-121.518796,71877,SG,,,J1772
Waco,GA,30182,E,Public,,33.69105,-85.185846,62507,LG,,,J1772
Lake Villa,IL,60046,E,Public - Call ahead,,42.386942,-88.0003053,70446,P,,,J1772
Campbell,CA,95008,E,Public,ChargePoint Network,37.2852364,-121.9777564,43841,,,,J1772
Tacoma,WA,98407,E,Public,ChargePoint Network,47.282821,-122.481306,46393,,,,NEMA520 J1772
San Antonio,TX,78216,E,Public,ChargePoint Network,29.5646349,-98.4878643,74263,,,,J1772
San Jose,CA,95125,E,Private,,37.29569626,-121.9272079,46505,P,,,NEMA520 J1772
Princeton,NJ,8540,E,Public - Card key at all times,eVgo Network,40.31843185,-74.64543152,71215,,,,J1772
Chicago,IL,60611,E,Public,ChargePoint Network,41.8988084,-87.6230792,64294,,,,J1772
San Bernardino,CA,92407,E,Public,ChargePoint Network,34.1835238,-117.3217895,68946,,,,J1772
Renton,WA,98057,E,Public,Blink Network,47.44322,-122.226747,40773,,,,J1772
Hico,TX,76457,E,Public,Tesla,31.961411,-98.0192456,75138,P,,,TESLA
Napa,CA,94559,E,Public,Tesla,38.3049899,-122.2831775,70363,P,,,TESLA J1772
Hillsboro,OR,97124,E,Private,GE WattStation,45.545696,-122.9142687,72896,,,,J1772
South Burlington,VT,5403,E,Private,,44.4223615,-73.2122413,51313,P,,,J1772
Dublin,CA,94568,E,Public,ChargePoint Network,37.7061572,-121.8530761,70780,,,,J1772
Tonawanda,NY,14150,E,Public,ChargePoint Network,43.0008648,-78.913483,58259,,,,J1772
Lynnwood,WA,98037,E,Public,Blink Network,47.84839,-122.27274,45180,,,,J1772
Federal Way,WA,98003,E,Public,Tesla,47.3138021,-122.3009753,71773,P,,,TESLA J1772
Tempe,AZ,85257,E,Private,Blink Network,33.424968,-111.928612,47499,,,,J1772
Naperville,IL,60563,E,Public,ChargePoint Network,41.7823245,-88.1476416,65377,,,,J1772
North Chelmsford,MA,1863,E,Public,ChargePoint Network,42.6386185,-71.3816071,43867,,,,J1772
Downey,CA,90241,E,Public,,33.940941,-118.1293,49116,LG,,,J1772
Irmo,SC,29063,E,Public - Card key at all times,eVgo Network,34.10715866,-81.19004822,75005,,,,J1772COMBO
Napa,CA,94559,E,Public,ChargePoint Network,38.2975697,-122.28022,67792,,,,J1772
Pomona,CA,91768,E,Public,,34.421597,-117.825,49133,P,,,J1772
Concord,CA,94520,E,Public - Card key at all times,eVgo Network,37.9834938,-122.0492783,69546,,,,CHADEMO
Covina,CA,91723,E,Public,ChargePoint Network,34.091722,-117.891656,63291,,,,J1772
Palo Alto,CA,94301,E,Public,ChargePoint Network,37.4417591,-122.1637425,52740,,,,NEMA520 J1772
Portland,OR,97232,E,Public,Blink Network,45.527963,-122.659722,44893,,,,J1772
Holyoke,MA,1040,E,Public,ChargePoint Network,42.1690483,-72.6465759,50483,,,,J1772
Bridgewater,NJ,8807,E,Private,,40.575128,-74.5672844,49901,P,,,J1772
Walnut Creek,CA,94596,E,Public,Blink Network,37.8957739,-122.061438,62918,,,,J1772
Cicero,NY,13039,E,Public - Call ahead,,43.14972,-76.114869,44331,P,,,J1772
Oconomowoc,WI,53066,E,Public,,43.080586,-88.4696,71617,P,,,NEMA520
Corvallis,OR,97330,E,Public - Call ahead,,44.572608,-123.258425,39830,P,,,J1772
Metairie,LA,70002,E,Public - Call ahead,,30.003547,-90.165986,45866,P,,,J1772
Redondo Beach,CA,90278,E,Public,Tesla,33.894227,-118.367407,65725,P,,,TESLA
McLean,VA,22102,E,Public,ChargePoint Network,38.9225616,-77.2045288,49604,,,,NEMA520 J1772
Albertville,AL,35950,E,Public - Call ahead,,34.291168,-86.244715,46667,P,,,J1772
San Diego,CA,92126,E,Public,Blink Network,32.912297,-117.14653,69717,,,,CHADEMO J1772
Iowa City,IA,52246,E,Private,,41.6469155,-91.5512297,49654,P,,,J1772
Bloomfield,CT,6002,E,Private,,41.88045,-72.739,50805,P,,,J1772
Colorado Springs,CO,80907,E,Public,Tesla,38.8955943,-104.8628125,75245,P,,,TESLA
Jacksonville,FL,32244,E,Private,,30.212366,-81.736142,47659,P,,,J1772
Tigard,OR,97223,E,Public,Blink Network,45.441373,-122.751499,49456,,,,CHADEMO J1772
Newton,KS,67114,E,Public,,38.0427678,-97.3496119,47930,T,,,J1772
Los Angeles,CA,90071,E,Public,ChargePoint Network,34.0533937,-118.2534733,40396,,,,J1772
Hanover,NH,3755,E,Public,ChargePoint Network,43.7004331,-72.2878734,65425,,,,J1772
Ashland City,TN,37015,E,Public,Blink Network,36.27475,-87.063513,48808,,,,J1772
Burlington,MA,1803,E,Public,ChargePoint Network,42.4878219,-71.2236291,72606,,,,J1772
West Lebanon,NH,3784,E,Public,Tesla,43.6241096,-72.3237415,70292,P,,,TESLA
Honolulu,HI,96813,E,Public,,21.308379,-157.85314,46775,P,,,J1772
Waynesville,NC,28785,E,Public - Call ahead,Tesla,35.573988,-83.089962,70530,P,,,J1772
Washington,DC,20004,E,Public - Card key at all times,SemaCharge Network,38.894785,-76.993756,58593,,,,J1772
Panama City,FL,32405,P,PLANNED - not yet accessible (Public),,30.177661,-85.650522,65540,P,,,
Los Alamos,CA,93440,E,Public,Tesla,34.7437839,-120.2768872,68923,P,,,TESLA J1772
Dayton,OH,45402,E,Public,,39.7591036,-84.1944141,60723,LG,,,J1772
San Bruno,CA,94066,E,Public,ChargePoint Network,37.6203992,-122.4113836,69689,,,,J1772
New Bedford,MA,2740,E,Public,,41.637025,-70.9248808,75022,P,,,J1772
Folsom,CA,95630,E,Public,,38.6768624,-121.1799294,51211,LG,,,J1772
Tucson,AZ,85715,E,Public,Blink Network,32.241871,-110.84262,68752,,,,J1772
St. Louis,MO,63141,E,Public,ChargePoint Network,38.6750214,-90.4054896,61220,,,,CHADEMO
Atlanta,GA,30345,E,Public - Card key at all times,eVgo Network,33.84878922,-84.25611115,74342,,,,J1772
Montgomery,AL,36109,E,Public,ChargePoint Network,32.3784424,-86.2105485,62783,,,,J1772
Maquoketa,IA,52060,E,Public,,42.068379,-90.67874,71620,P,,,NEMA520
Hollister,CA,95023,E,Public,ChargePoint Network,36.8888128,-121.4017021,66675,,,,J1772
Chicago,IL,60611,E,Public,ChargePoint Network,41.8964652,-87.6257582,41464,,,,J1772
Wilmington,VT,5363,E,Public,Tesla,42.923119,-72.8949279,74758,P,,,TESLA
Spokane,WA,99202,E,Public,ChargePoint Network,47.6690438,-117.4025938,70235,,,,J1772
Lowell,MA,1852,E,Public,ChargePoint Network,42.6466082,-71.3084136,57808,,,,J1772
Drexel Hill,PA,19026,E,Private,,39.955272,-75.321721,60905,P,,,J1772
Del City,OK,73115,E,Public - Call ahead,,35.448837,-97.42797,49686,P,,,J1772
La Jolla,CA,92037,E,Public,ChargePoint Network,32.8796063,-117.2251418,74126,,,,J1772
Superior,CO,80027,E,Public - Card key at all times,eVgo Network,39.95818329,-105.1715927,69501,,,,J1772COMBO
Morrisville,NC,27560,E,Public - Card key at all times,eVgo Network,35.85557556,-78.79572296,69518,,,,J1772COMBO
Orlando,FL,32817,E,Public,ChargePoint Network,28.5964772,-81.2149434,60073,,,,J1772
Tempe,AZ,85281,E,Public,Blink Network,33.422026,-111.906343,49504,,,,CHADEMO J1772
Amer Cyn,CA,94503,E,Public,ChargePoint Network,38.1689084,-122.2558476,69198,,,,J1772
Waianae,HI,96792,E,Public,,21.4360303,-158.1838757,61240,P,,,J1772
Suitland,MD,20752,E,Private,Blink Network,38.85,-76.92,61859,,,,J1772
Irvine,CA,92617,E,Public,ChargePoint Network,33.6468935,-117.834435,65072,,,,J1772
Dallas,TX,75201,E,Public,Blink Network,32.788943,-96.805579,67222,,,,J1772
Palo Alto,CA,94301,E,Public,ChargePoint Network,37.4493492,-122.1577654,72548,,,,J1772
El Paso,TX,79905,E,Public,Blink Network,31.767008,-106.444747,66508,,,,J1772
Norwich,VT,5055,E,Public,ChargePoint Network,43.702618,-72.311363,60630,,,,J1772
Truckee,CA,96161,E,Public,Tesla,39.3272037,-120.2064298,63115,P,,,TESLA
Casper,WY,82609,E,Public - Call ahead,,42.8499349,-106.2695135,73822,P,,,J1772
Lake City,FL,32055,E,Public - Call ahead,,30.181006,-82.703154,39969,P,,,J1772
Tiburon,CA,94920,E,Public,ChargePoint Network,37.8741958,-122.4655347,42684,,,,NEMA520 J1772
Happy Valley,OR,97086,E,Public,Blink Network,45.435668,-122.577541,44905,,,,J1772
Dearborn,MI,48124,E,Private,GE WattStation,42.2940687,-83.2287183,73967,,,,J1772
Universal City,CA,91602,E,Public,ChargePoint Network,34.1424665,-118.3583684,69081,,,,J1772
Devon,PA,19333,E,Private,,40.0464559,-75.4330281,47748,P,,,J1772
San Diego,CA,92108,E,Public,ChargePoint Network,32.7679405,-117.176178,49989,,,,J1772
North Little Rock,AR,72118,E,Public,ChargePoint Network,34.8196401,-92.2767486,66366,,,,J1772
Nephi,UT,84648,E,Public,Tesla,39.6778222,-111.8410797,62298,P,,,TESLA
Plainfield,VT,5667,E,Public,,44.277645,-72.425083,74288,LG,,,J1772
Birmingham,AL,35203,E,Private,,33.518107,-86.812836,60695,T,,,J1772 NEMA1450 CHADEMO
Myrtle Beach,SC,29572,E,Public,Tesla,33.7670929,-78.7779998,71711,P,,,TESLA
Birmingham,AL,35216,E,Public - Call ahead,,33.394611,-86.807394,39849,P,,,J1772 CHADEMO
Oxnard,CA,93036,E,Public - Card key at all times,eVgo Network,34.22769928,-119.1501999,69453,,,,CHADEMO
Garden City,GA,31408,E,Public - Call ahead,,32.074592,-81.159731,49962,P,,,J1772 CHADEMO
Portland,OR,97204,E,Public,Blink Network,45.516192,-122.679482,45025,,,,J1772
Notre Dame,IN,46556,E,Private,,41.707936,-86.23619,47390,P,,,J1772
Half Moon Bay,CA,94019,E,Public,Tesla,37.5032581,-122.4938259,65931,P,,,TESLA
Ann Arbor,MI,48104,E,Public,ChargePoint Network,42.2687492,-83.7477646,49831,,,,J1772
Baltimore,MD,21201,E,Public,ChargePoint Network,39.3084564,-76.6161118,40013,,,,NEMA520 J1772
